Unnamed: 0,recipe_number,recipe_code,recipe_name,comment_id,user_id,user_name,user_reputation,created_at,reply_count,thumbs_up,thumbs_down,stars,best_score,text
210,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_197977,u_1oKX4G0nqtjLVOwGam3aMbVhcvT,MexicanFoodLover,1,1622717316,0,0,0,5,100,I made this soup and it is yummy!
211,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_187158,u_1oKWm50OPwIQY5bjHJJWb97kp2F,ErinWitham,1,1622717252,0,0,0,5,100,I made a double batch and my husband and I loved it!
212,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_313036,u_1oKZcOWuUtEzSr7dZ4BRxXufrF4,jpjo,1,1622717880,0,0,0,5,100,This is great soup. It has everything in it my husband loves and he requests it over and over.
213,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_231490,u_1oKWz577d1uDp0Y8NhN6wGiM03e,HeatherSparks,1,1622717509,0,0,1,3,100,"Just okay. Too much cheese, and I even added plenty of extra broth."
214,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_362068,u_1oKVZjgpdznQpEBEtXA1bOrmzL0,ejshellabarger,1,1622718133,0,0,1,2,100,We aren&#39;t super fans of Velveeta so it wasn&#39;t our favorite recipe. Fun to try though
215,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_349952,u_1oKbvir9P46sLA5YJvROxgH6W7R,LelandeKowtek,1,1622718105,0,0,1,4,100,Very delicious and rich and creamy did a few changes just because worked with what i had but still a very awesome succulent soup 4 stars ??
216,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_139449,u_1oKWKk29vFkBRbnQ7XV0jVboY08,food1964,1,1622717017,0,0,0,5,100,Excellent!!  The only change I made was substituted 8oz. Sharp cheddar cheese with 8oz Velveeta instead of all 16oz Velveeta. This one is a keeper.
217,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_127123,u_1oKVpJjYOKagXbc7qrX8LrfCT9F,NancyHanks,1,1622716978,0,0,0,5,100,Delicious! I upped the broth since some thought it was too cheesy.
218,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_270021,u_1oKVZj4aBY2EoyywYL0bjfbagtL,NH-rescue,10,1622717688,0,0,0,5,100,"Really loved this soup!  Definitely appeals to our meat-and-potato eaters.I substituted cheddar and other cheeses we had on hand for the Velveeta and added it a bit at a time. Adding a bit of cream in with the milk gave it a nice, rich feel."
219,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_365202,u_1oKVakhxVIBNUxgvWPjxZBGNwrV,grandmascooking22,10,1622718182,0,0,0,5,100,We loved this soup.  Great soup for kids cuz what kid doesn&#39;t love a cheeseburger?  This is just a cheeseburger in a soup!  I did cut the cheese in half!
220,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_330248,u_1oKVbvoVcAId85tZ6rEW1EMlLzR,sgronholz,1,1622717990,0,0,0,5,100,This soup is absolutely delicious! My husband can&#39;t wait for me to make it again!
221,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_165269,u_1oKWPlmaYi8f8OzFjkT1G0gOpsn,CisPecarich Ramsdell,10,1622717144,0,1,2,1,127,I didn&#39;t like this at all. Way to much cheese.  I wish I would have followed my first thought of only adding half the cheese.  I gave some to my neighbors and they too felt the same way.
222,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_208930,u_1oKX70iTZuOQnT18HxoCfEXt2z3,janetrichardson,1,1622717343,0,0,0,5,100,I took this to a family soup potluck.  It was a real hit.  All I took home was the empty crockpot.
223,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_330871,u_1oKWay1bpLVNjX49Ya0RjTHRMvI,JanieDG,1,1622717959,0,0,0,5,100,This soup is simply delicious! I served it with homemade rolls and my family loved it. Definitely to be repeated!
224,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_158254,u_1oKWq1Qit40BqiUdrxLwlBBuMow,KirstenQ,1,1622717106,0,0,0,5,100,I added sliced mushrooms and a zesty red pepper. DELICIOUS!
225,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_324263,u_1oKVZaxgZr9JqCUTsowfyIT48aS,gina.kapfhamer,10,1622717938,0,0,0,5,100,This recipe is definitely one of my FAVORITE comfort foods! Always a hit for dinner.
226,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_196114,u_1oKXs3eDpYIzz2knc75RdTnL9Ik,MyrnaStewart,1,1622717281,0,0,0,5,100,"I made this on a Sat. for 8 people.  19 yr. old grandson that doesn&#39;t eat veggies. ask if it had carrots in it!  He went back for seconds and ask on Sun. if there was any left that he could have for supper on Mon. night.  I didn&#39;t have basil or parsley so left out.  Used 8 oz. shredded Mexican chees and 8 oz. shredded co jack instead of Velveeta.  will be making this a lot this winter.    I used a full pound of hamb.  On Mon. I added a pint of home canned potato soup mix, a little more cheese and sour cream so we could have three bowls.  Potato soup mix is:  in a pint jar put  1/2 pint jar chopped potatoes, 1/4 pint sliced carrots, split the rest of the jar with a layer of chopped celery and chopped onions.  Add 1/2 teaspoon salt and fill with water.  Pressure can at 10 pounds for 20 minutes.  This makes a pretty jar for a gift also.  Put the instructions on it.To use heat soup mix with 1 Tablespoon butter or marg. and add one pint milk, check the salt and add pepper if you like.  Heat but don&#39;t boil.  If you need quarts just use the same proportions in a qt. jar with 1 teaspoon of salt and pressure at 10 lbs. for 25 minutes.  You can also can just can potatoes or add onions to the potatoes for the same amount of time.  These are handy to fry or add to soup."
227,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_353906,u_1oKVlDJtiUpgRPi73Mfng88Y5xn,JONLZEE,1,1622718077,0,0,0,5,100,Very good soup and I will use the whole pound of ground beef and another 1/2 lb of Velvetta or other cheese that I may have on hand the next time around.
228,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_330502,u_1oKVoqkYhQCbvg3nLcByMhPgA9b,bplowman,1,1622717975,0,0,0,5,100,This soup is excellent. It&#39;s quick and easy and very creamy. Will definitely make this again.
229,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_318850,u_1oKaQp0P5aQAKG3e04m6G8MXmoE,wanda1324,1,1622717911,0,0,0,5,100,This is the best soup I have ever made.
230,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_166574,u_1oKWyDAhTBXPljfEoL9dqfqcWoq,Jwchick,1,1622717151,0,0,0,0,100,I don&#39;t use the bouillon cubes but something called better than broth. It&#39;s a paste that has way more flavor and less sodium. A tablespoon is enough to flavor about 5 cups of water with a real chicken flavor
231,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_330541,u_1oKb19teonnh8pLJAGYa3d5mJ0N,JacquelineNelson,1,1622717992,0,0,0,5,100,This soup is absolutely delicious and one of our family favorites. I do tweak this recipe to my family&#39;s taste. I also made this soup in our church kitchen for Wednesday night dinners and for special occasions serving our visiting ministers and it was definitely a thumbs up. I highly recommend this recipe.
232,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_231322,u_1oKZOPpqXEPxDnveB5958jrxO38,jologash,1,1622717450,0,0,0,5,100,"just made this.....it is super delish. made few add- ins/changes: added a chicken bouillon (sp) cube and only 1/2 tsp sea salt, used 10 oz extra sharp white cheddar which I grated (only had 10 oz in fridge), plus I used 3/4 cup milk and 3/4 cup heavy cream.  crumbled bacon on top and added croutons. my hubby added swirl of ketchup and chopped pickles. so good. people that made this and say it has no flavor, put a bouillon cube in there. every soup I make I add a cube. I don&#39;t understand why ppl don&#39;t cook more with it, it adds flavor! just cut back on the salt that recipe calls for."
233,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_233613,u_1oKYRHQ08e5FAZh1MilNLaK664F,Curtsmom,1,1622717500,0,0,0,5,100,"Love - Love - Love this soup!!!  My family enjoys it as a meal - very hearty. Don&#39;t let the use of Velveta scare you, it really works well.  The recipe is wonderful as written, however I occasionally change things up for a slightly different taste.  My favourite is simply adding 1lb of ground beef (instead of 1/2 a lb) and a little Cajun Seasoning (Tony Chacheres).  Or a can of Rotel Tomatoes for Queso Dip flavour (kids really liked this)."
234,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_274318,u_1oKa3IbGoYoDAGLSaZdfWcMjPH9,Camillah59,1,1622717702,0,0,0,5,100,"So good I made homemade bread bowls to go with, this recipe knocks it out of the park! Love it!"
235,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_126932,u_1oKVshY0jT2yrkzQZE99ePbhkaM,kkveum,1,1622716961,0,0,1,5,100,Delicious! Even the kids love it!
236,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_244729,u_1oKYAnHH2VlUtjkmn5skOY54dtY,Mamatink7,1,1622717561,0,0,0,5,100,"Making this for the 2nd time!! I switch things around though for my family. I use 2 lbs ground beef, garlic instead of onion, turkey broth instead of chicken. I also diced 2 green peppers. My taters are gold ones and smaller so I peeled diced 6. Topped with diced bacon before serving-adds a smoky flavor.We use this as a dip soup!! Mmm the best with scoop chips. I make for supper main night then put leftovers in qt canning jars.Hubs had this at a truck stop one time and says mine is hands down the best soup ever!!"
237,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_243627,u_1oKYfh7vyrXblwHCP1sAmHAbYFf,NeesieH,1,1622717541,0,0,0,5,100,"Made this tonight and it was delish.  Changed it by using a can of evaporated milk instead of the regular milk, used just over a pound of hamburger, 2 cans of chicken broth, 2 cups of shredded cheddar and 1 cup velveeta, and did not use the flour thickener.  It was very tasty and hearty.  Will make again."
238,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_139495,u_1oKVlKUWn0azRKRUFAaDicC1kWX,japroscia,1,1622717013,0,0,0,5,100,Excellent! We added some more velveeta and it was cheesy and awesome! Will definitely make it again.
239,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_139320,u_1oKWjiCUg7xBERIOyK0O90N29yH,Missmarny,1,1622717013,0,0,0,5,100,Excellent! It&#39;s a meal in a bowl. i used a pound of ground beef. Makes it a heartier soup.
240,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_330490,u_1oKazGLftohZvH581vAXMDDKSYg,smgann7,1,1622717959,0,0,0,5,100,This soup is rich and delicious. This is the second time I&#39;ve made this recipe and I have made a couple of additions. I use a pound of hamburger which is perfect for my family. We like a punch of flavor so I add a can of Rotel. I use the emersion blender and all it does is add flavor and it doesn&#39;t change the color. I fried some bacon and we added it as a garnish. Delicious!
241,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_373005,u_1oKVZuqBVMf8IBAX9Lp2wMHJFOL,tommypoo,1,1622718199,0,0,0,5,100,Wonderful!
242,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_173068,u_1oKWqclb4PWIXF27u3BtBXkRcoY,Mean Christine,1,1622717202,0,0,0,5,100,I have been making this soup since I first saw the it in your magazine.  This is one of our family&#39;s favorites.  I do add extra ground beef and double the recipe now as my family has grown over the years.  I like to serve it with homemade bread bowls.  I am making it again today. Thanks for the recipe.
243,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_279670,u_1oKVe6iFgOYfbGKGRYcJN9y34Cz,kredhead,1,1622717704,0,0,0,4,100,"Tastes like a grilled Cheeseburger. Different &amp; easy, good over egg noodles.  The potatoes seemed strange at first, but then they blended in &amp; reminded me of burger &amp; fries.  I tweaked it.  Tripled the beef &amp; added better than boullion beef flavor, a cup each of veggies, bumped up the spices, Campbells beef consomm? &amp; French onion soup plus two cans of water. Left the potato amount the same &amp; added more cheese.  Left out the sour cream since it tasted good as is.  All you need is crusty bread &amp; a pickle!"
244,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_270309,u_1oKW7yhv1Dz3wVa5GPjs1mOYv8n,stephburrow23,1,1622717684,0,0,0,5,100,Really yummy!! I used 1 lb. of ground beef to make it more filling. Will definitely make again.
245,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_330304,u_1oKVbswEPEyjNX9aVnVc7Kucf9l,tcarver,1,1622717976,0,0,0,5,100,This soup is amazing.  Very easy to make. I made mine exactly as the recipe called for.
246,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_144592,u_1oKVs1uhYTYQoPyFeOCvB33CZnx,eroge,1,1622717048,0,0,0,4,100,Four stars ONLY because it didn&#39;t seem to turn out quite like the others said.  Probably my fault.  However...I will definitely make it again because the husband really enjoyed it and I  think I know what I did wrong.  Hopefully.  :)  Also...didn&#39;t change ANYTHING.
247,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_242930,u_1oKVZdntxwYzxksw1IqW0kld9jH,redcow,1,1622717548,0,0,0,5,100,"Made this last night--was a hit.  Even my husband, who is not a soup fan, said it was good.  Will make again.  Could use more meat.  I skipped the sour cream.  Might try tomatoes next time, as others suggested."
248,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_239699,u_1oKa6IqCSjCM7QIshUBYbx9na6i,lclemmons,1,1622717518,0,0,0,5,100,"made the soup with a few modifications,. I used 1.6lbs. Of ground beef, 2_cartons of chicken broth, 1cup of milk, and half cup of heavy cream. This is the best soup that I have ever eaten, and my family loved it."
249,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_156786,u_1oKWtqDapTtsx8AStNQQScywaoh,carollyn51,1,1622717106,0,0,0,5,100,I  make this  soup in large  batches an everyone raves about It and ask for the recipe.   It freezes well so I always have plenty in the freezer and bring it out to serve with grilled cheese sandwiches.  When the weather get  cold!!!!!
250,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_330746,u_1oKVig8qXS7EMnwQ2EgJvAiK7Ol,coconutpatty,1,1622717977,0,0,0,5,100,"This soup is so good! Pure comfort food! We like a little more meat, so I used a pound of hamburger and replaced the Velveeta with VT white cheddar. I was low on milk, so used a whole can of evaporated milk instead, and omitted the sour cream. It had the right thickness for our liking. This is now in our regular meal rotation."
251,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_315859,u_1oKaz8SjJ58uSna6QXSOgnnkrru,MarieRK,1,1622717924,0,0,0,5,100,"This is our new favorite. We leave out the celery, but use canned potatoes which cuts down on the cutting time. We add a can of stewed tomatoes because a cheeseburger needs ketchup.  Right?  as many reviewer mentioned, this soup tastes even better the second day....if it makes it past the first."
252,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_154857,u_1oKVdxvTPe8agK2aNN9G5F0dQSl,walkerjo,1,1622717100,0,0,0,4,100,Hearty supper.
253,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_119783,u_1oKW1n354D5e3GABxGIe0xwftmU,lmjohnson62,1,1622716936,0,0,0,5,100,Best soup we&#39;ve ever had and we really love home-made soups! EXCELLENT!
254,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_228232,u_1oKVtgN8zqdum9cajbHYBHjrdLh,vsmith8403,1,1622717476,0,0,0,5,100,"I&#39;ve always wanted to make a home made soup, and I tried this recipe and it came out so good! My kids couldn&#39;t get enough of it. I even took left overs to my grandmother, who is THE cook in our family and she gobbled it up and loved it as well.  My kids are already asking when I&#39;m going to make it again."
255,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_364407,u_1oKVZxAOR5BEzyF4H6ENc7jwfUW,angela32,1,1622718164,0,0,0,5,100,"We love this soup.  I have to double it, it tastes even better the next day."
256,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_137919,u_1oKVimWQ29rq1YYYkYZEAnYRGI5,sammy.hamilton94,1,1622717009,0,0,0,5,100,"Excellent recipe! Everyone was pleased with the outcome. I have been asked to make it again in the future. Great for a cold, blah day. This one is a keeper!"
257,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_138601,u_1oKW4Hm6WKkWMyjWEdqZGCE1cJ5,jwagner2401,1,1622717012,0,0,0,5,100,"Excellent soup!  I was leery of using Velveeta, because I don&#39;t really care for it, but it did make the soup.  Even my teen-age daughter, who can&#39;t stand Velveeta tried the soup and loved it.  Next time, I would put more meat into it."
258,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_113088,u_1oKVejxAeaEp8jKpjDylfqk7QOm,Busyspoons,1,1622716903,0,0,0,5,100,Added the crumbled bacon and it was yummy.  This soup was a big hit with my crowd.  Will be making this many times over. Thnx.  P.S. Don&#39;t skip the Velveeta
259,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_112800,u_1oKVmrAQh2kZqBFqSN82oI2YlpV,MizzMarr,1,1622716912,0,0,0,5,100,Add some crumbled bacon and dice tomatoes that have been drained - absolutely yummy
260,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_315331,u_1oKVZpdzBp5PQHOM4PGQOZo1ujc,meaganteal,1,1622717919,0,0,0,5,100,This is one of our favorite soups!! I do a about a 1/4lb more beef though and you can season the meat any way that you like.  I use 2% velveeta and add jalapenos on the top of mine. So delicious!!!
261,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_312448,u_1oKWCN85WhYqffWIXttOrZDRBdo,traudiheil,1,1622717916,0,1,0,5,193,"This is for Phoebew1, why would you write a review never having made the recipe?! So you don&#39;t like Velveeta, use something else, doesn&#39;t take a rocket scientist."
262,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_131270,u_1oKVZg1DVmIpML6RYl0Vhh6hcJm,rebelwithoutaclue,10,1622716994,0,0,0,5,100,"Don&#39;t skip the Velveeta, it makes this dish.  Velveeta has it&#39;s place and this is one of them.  Food snobs will disagree but it is their lose.  Made again and left out the potatoes and added chopped kosher dill pickle. Like this even better without the potatoes."
263,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_139165,u_1oKVopwNppsZ3SX5Fzucd8vMSzs,Bajaspeed,1,1622717029,0,0,0,4,100,Excellent!  Next time I am going to add a bit more seasoning to give it more flavor.
264,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_151316,u_1oKWWdajZQuA0DflE3dLsMiiND8,LisaG13,1,1622717088,0,0,0,5,100,Great Soup!  I gave some to my parents and my dad said &#34;Don&#39;t lose that recipe!&#34;
265,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_303470,u_1oKW8vA1zfIUwi8PSLuX9P8aFPe,ChiefBeam7,1,1622717862,0,0,1,5,100,This has become one of my favorite recipes!!  It is very easy and absolutely wonderful!!!
266,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_354355,u_1oKaOhtAXRe4TVN1nxCpN02oUOE,nicolelarios,1,1622718120,0,0,0,5,100,Very good!  My kids even loved it!!!!  Not good for Diabetics though... :) However this is in the family recipe book now.
267,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_151487,u_1oKWhdMo0Nhk0cKbw19B73MvWlD,jamieward45,1,1622717101,0,0,0,5,100,Great Soup! This was my first time making this recipe and usually I don&#39;&#39;t make adjustments the first go-around. I added 3 tsp of Dijon mustard and caraway seed.
268,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_143882,u_1oKWLeHAIFHWMBBSB5PpdU5R3cj,sschedlbauer51,1,1622717048,0,0,0,4,100,"For my family&#39;s taste I will use more hamburger and less potatoes.  We all liked it though.  I followed the recipe exactly, but might try some cheddar next time."
269,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_308873,u_1oKbDjsieBjrhWERxjsERo1BIle,CharStoll,1,1622717870,0,0,0,5,100,"This is a very tasty, easy soup recipe! I did make a few changes (for my preferences). Instead of ground beef I used ground turkey and instead of the Velveeta I used 4 ounces cream cheese and 8 ounces shredded sharp cheddar.  Because ground turkey really does not require draining I cooked the ground turkey and veggies all at the same time.  Also, if you like condiments on your burgers you can always squeeze a little bit into each individual serving (might be a great suggestion for making this recipe even more kid friendly).  I found that Dijon mustard works really well.  This will be a regular go-to recipe for me."
270,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_286932,u_1oKZGecwGssInoC005kEmwdNWZB,beyondblue,1,1622717772,0,0,0,5,100,The soup was yummy and I paired it with garlic bread and a salad.I changed the recipe slightly. Added some garlic and extra cheese.
271,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_193918,u_1oKVa1vU0P0wtIMwn8FBys0ptHj,gunslinger,20,1622717306,0,0,0,5,100,"I made this for lunch today and I have to say it is one of the most delicious soups I have ever made. Creamy, cheesy, potatoes and beef - heaven in a bowl!"
272,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_197853,u_1oKYRuDoE9QWuRrCCX30ePqHIMf,Lrumetsch,1,1622717319,0,0,0,5,100,"I made this soup last night, for the first time!  It was delicious, and it will be one I use again, and again.  I made some slight changes though.  I used fresh rosemary, and thyme instead of basil.   Really tasty.  I also used white cheddar, in place of velveeta cheese. In addition to those changes, I did not have sour cream on hand, so I made a basic rue, as a thickener!"
273,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_167663,u_1oKVffWZUUcFOvwbgh9UhyAkL0K,MMahala,1,1622717153,0,0,0,5,100,I follow this recipe exactly as written &amp; it&#39;s delicious every time!
274,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_146147,u_1oKW0uWGo520E2z2gwBchrgZnN9,beverleyb,1,1622717060,0,0,0,5,100,Good recipe but I don&#39;t like using processed cheese either so always substitute with some cheddar and a little cream cheese.
275,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_143999,u_1oKWOAlo6AF8xBaMvcWphW4GGOn,westwardmo,1,1622717052,0,0,0,5,100,"For Clipnmom - 2 cups of cubed cheese measures volume, whereas the 8 oz. of cheese measures weight.  So eight ounces of cheese, cubed, should fill a 16 oz. measuring cup."
276,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_122560,u_1oKVq7i5wUrp1hwz2ZWq561BihN,smsaige,1,1622716959,0,0,0,4,100,Clipnmom - 8 oz cheese = 2 cups when grated.  I use cheddar cheese or pepper jack because I don&#39;t like processed cheese. I add a dash of worchestershire sauce too.  Crumbled bacon and chopped tomato on top = YUMMY!
277,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_370088,u_1oKb2eaWV6NsIUT80L36giroKYa,Clipnmom,1,1622718179,0,0,0,3,100,Which is it? 8 ounces of cheese or 2cups? Help?? Please.
278,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_146667,u_1oKVZmYPulmUFbvGiBA8U3uRR6D,justmbeth,30,1622717061,0,0,0,5,100,Good soup.   Reminded me of beer cheese soup.  Family loved.
279,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_309291,u_1oKVaxGEYZdECwHjUKnbsA2bgVW,DawnLockhart,1,1622717847,0,0,0,5,100,This is a wonderful soup recipe!  I have made it multiple times over the years and it is always a big hit.
280,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_111856,u_1oKVoyrjIGpIgb6pynTGlj4GmaI,1Reddog,1,1622716906,0,0,0,5,100,"Absolutely delicious. I didn&#39;t have enough chicken broth, which is unusual for my house, so I used beef broth instead and it was delicious. My son who usually complains if I put celery in anything ate 2 big bowls and didn&#39;t even notice (I diced it very small). Thank you for sharing!!!"
281,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_266403,u_1oKYZ5Vkp9seccxfCvSp5ZU8Xhv,peachy013,1,1622717661,0,0,0,5,100,"Prepared with 1 lb. of grd. round.   Used half &amp; half instead of milk (thats what I had on hand)  used real cheese and did not use the sour cream.  Very creamy as is, and full of flavor. Perfect for the 3qt. saucepot."
282,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_245732,u_1oKYRtlHCVumrkO3LXyiJ8T9Qxu,Susaneargo,1,1622717565,0,0,0,5,100,Modified to a slow cooker recipe and this was truly amazing. I will be making this again!!
283,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_170904,u_1oKVZbcNg5NYW87grfhDXNePwbL,danielleylee,1,1622717190,0,0,0,5,100,"I had to make this after seeing it in my email recently and reading several of the 476 reviews. There are many items I did change to make it lighter. Such as using 93% lean ground beef, using skim milk, omitting the sour cream. I chose to use real cheese (Colby and pepper jack) vs processed velveeta. I also decided make it in the crockpot 5 hours. We basically saut?ed up the meat, vegetables and made the roux then added everything except the dairy into the slow cooker and a half hour before serving placed the milk and cheeses in the crockpot. It turned out great. It is very creamy, flavorful ,and satisfying on a cold day."
284,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_144472,u_1oKVe1bgFYQ8HaBsBXEyCuP3fW3,Beckiboo,1,1622717056,0,0,0,5,100,"Found this recipe a few years ago and since then I&#39;ve made it every year as a winter tradition meal! My kids would say this is their #1 favorite thing to eat of all time! My son even asks for it in the summer. Any time I ask what they want for dinner, his response for years now has been .. CHEESEBURGER SOUP!!!"
285,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_209029,u_1oKXAXUxqCRNtiO23Isw7UAKa4g,mjking,1,1622717362,0,0,0,5,100,"I took this to our church&#39;s annual Chili Cook-off as an alternative for those who didn&#39;t want chili.  What a surprise when I won 2nd place!  People raved and were disappointed when the crockpot was empty!  I had not made it before, but my family says that this needs to be a staple in our meal rotations!  I track points with Weight Watchers, and even with the Velveeta, it only comes out to 9PPV.  Not bad for a hearty and satisfying soup!"
286,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_205733,u_1oKXuLDZqPz5fmO2N7ngOXY42Pd,ZoeyDsMommy,1,1622717372,0,0,0,5,100,"I signed up just to rate this soup. By far the best cheeseburger soup recipe I&#39;ve tried. To say that it is a family favorite would be an understatement. My family, friends, neighbors, and co-workers love it. I added a couple of extra things, a little paprika and garlic, and it really hits the spot."
287,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_330562,u_1oKVablKMkibBB38DONTkvYxO3d,knscuba,1,1622717980,0,0,0,5,100,This soup is amazing. I will definitely make this again. The ideas in the other reviews are something I will try. You won&#39;t be dissappointed.
288,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_253373,u_1oKVaosb18WOhGwPs1ek3MdEhCc,mother of 3,1,1622717574,0,0,1,3,100,"My husband ate three bowlfuls &amp; indicated it was okay. I substituted 2 T. potato starch for the flour, used 1 1/2 T. Better Than Boullion Beef Base &amp; shredded cheddar cheese with half and half &amp; milk."
289,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_258073,u_1oKZoz4Q8nWgRmuId3rcA8X9prk,kristyka,1,1622717637,0,0,0,3,100,Never liked the sound of this. Until i tried it. This recipe is a good starting point. I almost always change things to my taste. I have used leftover grilled cheeseburgers in this and the flavor that is added from the grilling was amazing! Also have used some smoked cheddar i had on hand. Or some spicy nacho cheese from a can. I garish with your regular burger toppings tomatoes pickles   A1 fried onions mushrooms. Great soup!
290,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_307009,u_1oKVd71NrZM9zqdfFVQRal726Y9,Aidenmaddiemom,1,1622717858,0,0,0,5,100,This is a hearty and easy go to recipe for my family. Even my picky eater children like this. I substituted cheddar for velveeta and prefer the beef broth to the chicken broth after trying it both ways.
291,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_332002,u_1oKVbHqc4psEbzrHssOTHIBaO9t,jfurnas,1,1622717981,0,0,0,5,100,This was a big  hit at Bible Study tonight.  I doubled the recipe.  Two guys went back for a 3rd helping.  Everyone wanted the recipe.  Will definitely make it again.
292,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_197826,u_1oKYQdjq7KOM3vZtSTa8sOrcMrk,mgman,1,1622717316,0,0,0,4,100,I made this soup but added 1 cup of cooked bacon and 1 Tablespoon bacon drippings.  My family devoured it!
